id,seller_id,buyer_id,amount,status,timestamp,delivery_time_days
21c973b2-c668-4b51-b623-530bfe8cfa1c,31c02378-252d-4ab6-8d2b-cd673afcc3e4,1224a7c5-c3c7-49b2-bc99-696ae5a6785f,36.96,completed,2024-08-07T16:16:48,13
634ea80b-172e-423c-add3-8a72f1dc233b,7512d2cd-b182-44ea-ab01-23cd1919fd52,e29bba91-00ce-4024-b1f7-af17a829ed2f,34.98,completed,2025-10-28T06:11:23,3
e3a15f32-de58-4461-b486-77656781867e,3669ca45-3afb-4557-b0f8-f300bb35cf28,c96bd1c1-c281-4bf4-a073-84b1e88a3c24,274.28,completed,2025-11-21T06:11:08,4
20b38b2f-f48b-4a68-b167-1e00281a3075,b30e3da3-9083-440b-bb7a-f19db0bfe228,7aa87086-f9fa-4765-a20c-2ad34bde65cf,161.42,completed,2024-04-08T17:27:53,7
a06679f3-5564-40cd-8508-49cf8c6a6a26,b7b53fe1-b1a2-4fd9-83e9-7a3d935fd05f,04c6abd6-9cfe-461d-96ec-cb7b5c609997,421.81,completed,2024-09-03T12:53:44,1
917514ca-92be-4aba-8292-bc400eea05d0,b0304815-6531-482e-9f0d-c276c4ec62ad,7ddb698d-9b01-4967-a2ff-4b97206e2441,305.35,completed,2026-02-13T00:29:36,12
df1c7cef-95c6-4084-995e-e116cb4f792e,c75bc43c-ea38-432b-8e8a-f2c20f28a36f,03ddafa6-b144-42a2-97ed-681d83ca48cc,179.46,completed,2023-05-20T02:34:52,7
66a81ab4-af16-4d4a-8b69-e4f4e47dcaaa,433d3254-bd2c-4beb-bcb1-4fb50fbe4b9d,7242a914-2eba-4019-b57c-5df377cf40e5,227.34,completed,2025-12-07T18:46:37,4
5fae6f2b-401d-4408-a1f8-bcc300902c7f,d2df7963-1bb0-47ff-bf85-aba2f742b306,6d75d712-7092-4267-b40c-ee6e11020d7e,47.91,completed,2023-11-21T08:44:44,1
ae934f95-c24f-41e7-ba3c-612836eff77c,672d739b-3d42-40ce-8ddd-944d3331c41b,3b3595cc-aeea-42fe-9231-7e045ee6a21c,308.06,completed,2026-01-31T04:30:16,10
bcb82d25-5dfd-4b59-b56f-f4e8fb7e6bc3,05aaaa76-b25e-4041-b887-f3130e4bf6b6,3d71f268-4e33-4875-a0a1-4cb4c22ae015,233.24,completed,2024-10-10T02:30:37,13
8a2dc5bb-f988-4573-a5d1-19de3e8e631a,41eb205b-7d16-4d22-83ad-0db310fd42d5,55051dd6-54a8-47ce-98b4-e63f8e44f6a4,310.58,disputed,2024-12-14T23:48:43,14
924d2781-ea1d-49cb-8b1b-a623900441d3,406b820a-9215-484f-aeb9-131b759f2996,4aca426d-49cd-432d-986e-db99163e8460,147.55,completed,2024-09-12T16:17:19,5
601d17ed-ba31-4ef1-b65e-2008a0c27047,dcf5fa22-16ae-4537-8e1d-393356d4359e,11be8e8f-e016-4d5d-ad11-0c82856fcf9a,375.83,completed,2025-10-05T21:33:38,3
2fd67046-3762-4675-8717-178bcba78def,f426284b-449d-4704-b0a9-813e25e842e8,97ab3bfa-a74f-4861-b9bd-7c3fa8872662,305.68,completed,2025-10-08T20:05:54,7
0eac25df-29ad-437c-98f1-e5395850165f,b2fa0992-8508-43fd-9a46-46bf43ba907a,b040f320-717e-48d7-a251-6cfdba2614f1,278.58,completed,2025-05-10T20:29:44,9
c4719204-b4fd-443d-a360-8fff99930254,a4e995c0-c365-40bb-b8cc-4bea3a1b52ea,a7a3fc9e-87cc-4ebd-8621-028c5d6234d1,140.17,completed,2026-01-03T10:10:43,6
f534b897-defd-4d76-b4c5-d77d6c338756,ba92c842-886f-4cf6-b57e-f8d9b962e0de,89d463f9-0d0a-4afe-b8e3-222202f3a32a,175.74,completed,2024-09-26T08:55:28,7
9c7ac847-354d-4f4c-ba41-8eb62264fbd7,03e3620f-ced1-4b89-83b3-bb9e9e351b4b,0a808f36-1d35-4b0c-b531-5c7dd26bffad,462.71,completed,2026-01-15T03:25:08,4
385af7ef-d763-4603-869b-b84fea61402c,61d01d34-7ca8-49d4-8bca-9e26e5d97a3a,c6d8a7f1-6400-4876-8407-bbe06c5372e3,292.99,completed,2023-12-30T20:39:05,7
ee95642b-8029-4820-9f0a-8f327c8ca442,a73d0911-ba91-4555-a97e-2e74228a9454,39755c3d-3efe-4278-9076-4722b9b23a9c,417.17,completed,2025-01-28T10:40:24,11
7e3d62a7-1a22-4ff9-ac26-32dd9eefaaab,279f1a6e-1296-4cc6-bfcd-f68c6016563b,daf8e04e-852e-4f1b-93b6-e757164cfee4,270.03,completed,2025-05-05T17:19:33,2
8b196182-d0f6-4fae-b7f6-bd13fc8f8ba1,28d77d22-95de-4511-95fc-88abe0b9ff80,24835a26-22ba-47d0-88d2-a517601ba1c0,23.44,completed,2025-10-30T02:22:31,4
30d87133-e1c5-46d2-9d88-6c54abeff64d,fea84ca8-7458-43a0-97bc-359a4979bf6f,cc342f02-1117-4021-aa6a-3012ec2ff821,79.87,completed,2023-02-05T18:03:49,10
e37f7c3b-d972-474c-96af-56a2313fb16c,59e0203a-36f1-4810-8b58-2cfd68c9a7a6,ec116ad0-7cf2-4128-811a-08b76e214712,173.51,disputed,2025-12-16T06:39:29,6
03979646-4ed2-4f59-bea1-457ee2c048dd,eee97b18-ed54-466c-9086-ee47b4a99457,45bd98b6-e133-434b-8e01-7ea4eedb35eb,258.13,completed,2025-09-15T06:58:38,1
611930b0-dd1a-45b3-9781-46409dc23d6a,0a358250-6f19-4e88-812f-e2fa9411ecdc,7323d648-2344-4b9c-811f-997a947619a1,79.92,completed,2026-01-17T07:09:06,5
7bcdfa47-6a29-4e45-b095-656ff43815b8,31bd4dfc-5240-432e-9672-99db89389851,959313a6-44b2-4bd2-9b66-f476e68b46b1,107.41,completed,2025-06-21T01:12:45,3
6e6edf2b-f5be-4382-af2e-e4b9b14adf77,249aa739-7e1e-4f0e-b8ec-43d696bc17fa,46c5a07e-20d4-4a4b-b8c4-937c43beee96,257.34,completed,2024-05-27T21:48:00,12
3627d0ac-52b9-4b79-a493-65e80bc5fea2,4abf8556-a50b-45ac-9671-91851ff4a58e,d1c5e60e-6cba-4f45-89d4-161484ac0a41,377.17,refunded,2023-07-08T15:41:56,1
190d25b5-d807-457e-898d-0eda5f2d680e,6be0fe82-e1b3-4aea-86d0-e04a85b998c0,1eae36d7-0cd9-46dd-88cb-a40a5cd2cb83,419.25,completed,2024-09-20T19:50:51,13
6d317cec-f4f2-4fcf-a1f5-a3b938ca670c,0040ac9a-13b9-480a-a6e5-11938cccac06,dac97d9f-4f3a-4598-806c-347cdcc74d2d,253.96,completed,2024-03-24T07:35:54,5
0c036420-d039-47dd-b023-af23236f7aad,8eba894e-816a-423b-ad54-66d5083da219,3c505bab-2a0c-43f0-88c9-cc2c38ab135b,413.53,completed,2026-02-02T20:28:19,9
405e4cae-b978-44ca-bc7c-6a19d4bd9590,cb61276f-5820-48ea-97ce-1207ccc35766,b317e766-7232-47da-a016-554d55c546b8,247.24,completed,2025-12-28T08:01:46,11
8306eb11-06b6-4224-af98-226815c93d4c,2e95631c-bd95-4021-abf8-e70c9ebdaf1d,af9856f6-e0fc-46b7-949b-f02b18e1fc9a,475.61,completed,2024-07-04T12:58:24,7
ffd5f40e-745a-4d4c-8049-86898b803fea,67ef2d22-7033-4822-97c8-1b4dd0787742,5b118411-8da7-4191-8487-ade257074b0d,83.09,completed,2026-01-22T03:05:43,4
f3e4d346-2e88-445c-a9e8-4988bc9998fa,d548ac56-5978-4ddd-8b77-876527b8831a,1c54ddd0-a576-48ee-9e50-4eb82acd611a,38.36,completed,2026-01-21T12:31:43,13
0a1c6e84-2d15-409f-a056-03aeda23bc21,bbd04031-639e-4e91-8a8f-f1b4bc7ead5e,c7d5be0a-989a-4b70-9d66-e7ae6d4cf393,80.49,completed,2025-03-19T22:16:24,12
d15bc62f-7fda-4152-ba1e-1e8d8485f30d,0246ed88-b39d-4c18-a129-6718a46dd8b3,eb5545da-2628-413c-b6a9-a6ec50f5a220,388.41,completed,2024-03-31T03:28:05,1
f47dcc72-f7a2-4c47-b7dc-6a1080b5bd45,83603482-ec9b-4829-88d9-ce94ad3c631a,3b35d2ea-9fea-4c9f-b580-dc339de0b498,207.99,completed,2024-11-08T09:54:35,2
ea941047-a04b-42ab-ad9b-79ed0e04c92f,133284ab-08b6-4ec1-a0ad-4ebd881ffd28,4ad8f676-54d4-4a2c-9d29-bd3af2f03531,228.7,completed,2023-10-23T17:56:35,14
08e1bbb6-27a3-4897-a043-c25394045829,cf778051-f488-4537-8a8f-5b77777569c6,28d4ca14-7785-467f-b753-a7effca77347,52.17,completed,2025-08-26T15:57:25,12
76cb6690-9397-4856-a949-ea255b0daeac,16690872-7b17-4045-8e78-d177b1e1af4d,f6536a8a-d25d-4040-a86d-08e47f1f656e,210.63,completed,2026-01-30T23:02:57,4
838dd7d7-a313-442a-969d-944640683194,85e1dd68-a890-4174-b632-e3a453b00770,3283cfc5-bf7c-42fe-b84e-2bbd2f5317f3,246.66,completed,2023-07-25T14:13:43,7
bec35f31-be5c-4d8a-8cad-898ef8c00788,f2fbe0f5-6f3f-4f17-927e-16d5452f9b9b,a61e4c91-de27-4f2f-a0a4-f807957f9ab3,43.84,completed,2024-03-18T22:25:26,14
046fef2c-4527-4f41-91d2-99d7e583b547,c06b5f35-5679-4111-90ed-ba9ee1abfbeb,316006e0-1b54-428e-88a3-6dd882a9c195,205.78,completed,2023-12-17T21:59:38,11
883953d1-ff26-4425-a5c1-e24996aa2062,f809e91c-fd61-4f41-a6d9-0e98db0baa1e,5ffa41a8-dac8-41b6-acd3-6ba958e199d2,67.27,completed,2024-11-15T11:33:46,6
7d8921f7-e2ec-4a58-8f4f-0b98080ea6eb,9fa41f86-eb2f-4bf4-acf4-d609c7963764,2f52c615-c94e-489c-b5d4-8e8f08da99e9,97.41,completed,2024-07-13T13:13:22,9
79af3c89-3e4d-470b-a83d-cf950b1537dc,bf72d9b4-2153-40ad-9ff7-175e8ba8538c,b7bf1919-e0e7-4266-a5bb-e379efd7fd04,475.37,completed,2025-11-10T09:34:54,7
3d798d91-d06f-4f54-9fae-9846031351ef,41e96f70-078a-473c-85b7-cf916814398c,821b43a5-31c5-4060-8c7c-6fc3cbc40a85,200.49,completed,2023-03-18T17:35:47,10
717a79a2-6e3d-4a58-8f26-711cd8fe2913,e4f05175-d149-454c-b610-2b2b492b7e69,33ea6cf4-c100-4643-94e3-bc2b26cabddb,435.03,completed,2023-02-24T00:32:46,12
a0467d84-dc8c-4c03-aba0-413e6f0760d8,8a55fc42-248e-44fe-adee-ae57e219b5bf,4b023f73-e32c-4a9d-bb40-ce5215eeecd8,223.73,completed,2025-04-22T21:43:19,13
ee3605d0-add9-47cd-b5ea-770d04b416ab,9bff5ade-4eac-49b6-be96-b2262f8fc7fd,a903173a-70c3-426d-9e23-be0cff8175ed,138.34,completed,2024-07-11T00:56:48,13
14ca8b9f-e0e6-4967-be7d-220b3566dd04,2dc056d2-9cb8-43c0-b384-0b0394dbc03d,acc3af51-b597-4a19-b08b-382a38d0b2e4,53.35,completed,2024-09-08T01:50:20,4
34f54bd3-be37-4cae-b66d-f0e5528971d8,311c029b-184a-455f-86c6-88e070bf682b,f40b5949-d9ad-4e51-85c8-9e96327607f7,348.0,completed,2025-04-16T10:25:44,14
9c7ac035-d8bc-4d9d-b2ec-b00deca2e686,f87a22ee-b49e-4908-812a-f0e6acd99a2c,70e13aa1-7a5a-4a71-bbf5-64a8ff830bea,426.96,completed,2025-12-30T18:03:38,12
44301ccb-f587-4f4a-94ef-eb57fb7b7610,f66c62fd-56a0-4a7e-936c-0113f9b57f84,a84f8bd5-a490-4d90-aafc-302bb94e72ac,243.52,completed,2024-03-17T19:33:37,7
3883c22a-0142-4f4b-82d0-81bbc7933c4b,0556f20f-f288-4aba-9f78-0914300f2bc1,37a7372f-38c9-4029-a2dc-d5042ec01355,325.71,completed,2025-11-23T20:28:12,2
4c70c330-2b16-4c09-8080-1ba50a2cc17b,692a4fab-f5e8-437d-86fc-fd300e0dee23,dc6261a3-fad7-49e9-9b74-02be7c74793e,433.94,completed,2025-08-23T00:00:02,1
b45aa3b8-c504-49ca-b468-c6044e2e6607,def84289-be86-47a2-bac0-374c47e69d99,1d05e765-d70c-4c62-be3d-98485508d214,383.09,cancelled,2025-03-08T14:39:18,9
df80750d-74ea-4924-8454-5a321e75e83a,63bfa953-4640-4c1e-8125-dc4dab7be4d3,55fc57ff-918f-49c3-9b1a-1843ec954440,422.36,completed,2024-12-08T20:46:49,13
7a0f0e8b-8da0-4aca-895b-eb569bf3003c,e2201362-7d4d-4a44-a7eb-88e234427506,99a67822-82df-4531-a30e-940d5b7de42a,44.64,completed,2026-01-10T17:49:25,7
1faa6a48-deb8-4fcf-bdae-de682181f563,4b4e9588-f624-48d7-ad08-2fe123899991,8c0183e2-6db9-43f0-b865-722adc4f719d,80.51,completed,2024-06-20T09:55:12,3
7529de81-5ddb-4ab8-811b-ae95e83aa232,a0b009ea-fdb8-4e9a-9985-5efe771b5675,dadd7da9-8286-40f5-9992-beca8250c59d,473.6,completed,2026-01-09T05:09:19,10
1b08040f-6d8c-4103-8826-7df05d99f3be,b387493c-ad2e-470a-b33b-ca61f89c820c,17f7370a-706a-42a3-a2ee-ed4a3be49af3,16.95,completed,2024-09-18T22:49:24,6
a5f49c1a-0916-47d4-9b7f-abee43d0fbc9,6fdd3173-1790-45d3-abee-6cc5cda0900c,24eda277-adc6-4158-8bb2-c3e60015b348,214.67,completed,2025-01-20T00:41:51,3
fc56a21e-741b-4ede-a8fa-f2af3129b740,0a4a681e-bfab-4de5-bff8-572c16596e13,a75fd479-d4a0-4fd5-9312-5c9b0962b1ce,128.86,completed,2025-07-27T17:56:52,13
618317ae-60d1-43c5-9f29-53aa23f08077,25566a31-021b-40b8-b7ba-27a5fd159bed,467cd04f-26ac-4328-8e6c-a173cd8c0a87,127.99,completed,2025-07-04T11:43:55,13
adffef5c-38c1-4e77-a8d3-5891b9bad148,98aeb73e-a1ce-4812-975a-8ef6e4030688,4dad35b8-8152-4c38-9ba5-afa224123194,361.31,cancelled,2023-02-16T10:09:33,11
1f41179d-d57c-4493-add4-cda0d52f54bd,819530c6-3b4c-4494-b11b-d75a24cff757,efe9adf4-dcc5-4138-8148-1fd24e34f234,298.69,completed,2023-05-12T02:10:55,6
641556aa-26dc-4f34-9329-7f7768a6869e,726c8d97-9cbf-4d47-8b82-2393e6e59244,3b3b9998-5f72-4893-bd41-d994da8ee368,127.8,completed,2023-11-02T18:57:44,4
c36576b7-1a8e-4a95-8d83-7d3e5ac68509,c5e6a047-c1aa-40ca-b642-e0a42ff17901,eacd8c14-83a5-4992-9ce6-4c2fc1a36709,128.26,completed,2025-10-25T14:28:10,6
6bf3423f-5459-4c2f-89d0-5996307b7b6d,e63c8c31-435a-49a3-8708-e2d492f6ad23,648fadae-666b-4314-9587-6f547e639447,287.15,completed,2025-09-15T14:08:25,3
7b872e5c-24c9-4a76-aed3-85e62cec550f,584d583b-8f6b-47a7-b035-dfd82b9da2bc,4e929880-1ae8-4218-8c18-86ae1d1a4a83,232.62,completed,2025-01-27T21:47:47,3
ae2beecf-39f9-49b9-9556-c794ddab9340,a0dc1ef8-a353-404f-8908-983d240208e0,ee59091c-c723-424b-8007-677a80999b4b,165.09,completed,2022-08-25T05:29:52,13
dc5e3025-3a82-4f40-8c58-c4f076b6be56,38b852eb-dd33-4d14-8150-b066165e7845,55fc57ff-918f-49c3-9b1a-1843ec954440,308.67,completed,2025-12-03T14:05:48,8
b3e5da1b-a589-4eae-a1b7-99c9219e5423,292ebf40-0122-4038-991c-458d38aaafea,20e816a4-69f8-44f3-8453-40eeaa0330ba,50.39,completed,2024-09-29T18:31:19,9
482359ef-6949-46ca-98fb-195404ad1653,16bf021b-27ca-479a-9732-bb897dc5967f,25146a04-6573-4f88-9b50-a7247ab4de45,121.64,completed,2024-07-04T20:21:02,8
1c9d80a5-f505-4245-bcd4-126fadb27bc3,24cd3e10-bac0-4db4-8337-43722af03e6e,c6346ef1-c838-4309-a69f-3cf5d0a3a1b1,192.08,completed,2025-09-20T19:18:33,10
808bed20-686e-4365-b0d0-934ad50dfe1e,47dc49bf-d7c0-4278-8c53-83ff552d174a,7e3173b8-3c3e-4699-a68f-fc1220cb9d87,150.17,completed,2025-11-26T09:06:29,10
407a6b80-eda0-414c-9919-39e74f1b1ccb,817b8b49-98e4-448e-8bf9-7709fda937b8,13874f84-65c0-4861-a868-7627d58fa955,491.9,completed,2024-08-25T10:40:02,3
422c811b-6da8-4556-a6ee-ded8da2bce1d,69de8848-94f1-43a0-a47e-723eee937964,1a61c258-ed4d-46d3-8f49-5cb16f344731,128.68,completed,2024-02-07T04:40:16,5
895c0e1a-17bd-4fb6-a758-c0335a816b4e,d3512c05-79eb-40bc-842b-f41546f81e2c,fb222c8b-79eb-4162-92ac-92b3667961c5,165.63,cancelled,2024-06-08T06:13:24,10
45ab9a39-2c42-4721-ba4a-75ac80dd9860,2c801eb6-66eb-407e-9d6f-23a10d4aebcd,8274606e-cc4b-4454-9f69-90016c6eacc7,88.55,completed,2024-02-10T15:41:36,5
d301b1d8-f86c-4c07-803b-436f1c3b47fa,97032282-7fad-4ab4-ae54-4b9aec974ec3,7f3f1a64-7bd2-4b0b-afe1-718f290998ff,393.0,completed,2025-05-12T22:39:52,11
87f36ce7-a214-4279-a462-a64b44bdb8fd,d2df7963-1bb0-47ff-bf85-aba2f742b306,4fa7def6-0129-48ed-b349-18daae7ddda7,325.12,completed,2025-08-05T08:44:44,3
1ace6527-847d-46b4-ac4e-b96ba7955a36,47b58405-ed94-48ec-9abd-0183900c90b5,d7dfe9df-1133-462f-a5f3-a59db0868ed4,122.18,completed,2025-08-26T18:20:33,9
9e3b36c9-999c-43bf-959d-1effd7821d07,364b32fe-e883-4470-9361-7f019fbb93b3,0b7a04b8-bc07-4dc6-b744-beca302b7d2a,352.11,completed,2022-10-17T12:34:52,11
b6bc530d-a602-41b6-af74-82ee9fcb79f3,0d0d706a-46df-4863-ae6a-fb5423c50791,1e1a573e-2f9d-4103-bb4d-7bc530591115,54.75,completed,2025-04-24T18:11:44,10
d5df8ef7-51d2-4e75-a635-2f8c45af16ae,eae00010-a6e8-40a5-a4e4-57ef523598cb,1c3e80db-eb2c-4690-a061-6c45f44e8c5a,358.02,completed,2025-12-10T02:42:28,12
c4a8cf63-3bdb-49fd-b94f-c8cfbc49e46d,91bf45b5-1f10-4248-ae50-bcda14153cf3,819d1691-79ba-44bd-8cb7-7df3ae9e759b,458.35,completed,2024-10-18T05:10:35,14
be801176-ac36-483a-a5eb-d44d58180569,40baf6ff-b6b1-43b5-8de3-b69e3eab6e5b,08dcf97c-0a11-4d40-a9c6-0ea919dbb83f,403.15,completed,2024-04-26T00:03:56,4
810f9e25-b73a-4e18-a03d-1083dd44dad6,a008cb79-14d5-4ff8-8a4f-e3eafd6a5815,6bc25681-d3b1-4f7a-b169-cfc874d8b610,431.52,completed,2025-03-29T22:40:35,14
f15e48ad-4062-4435-844f-4c68a1bde330,a158f350-10b7-410d-bb26-1df9f1823ca7,fbce494d-a64f-474e-8a65-8897c723f601,160.23,completed,2025-01-13T16:45:41,14
2b6ea3d3-354e-4c55-a46d-9965b1a24477,ba92c842-886f-4cf6-b57e-f8d9b962e0de,e079b420-fd8e-402e-8b7d-ab78c3cf145f,20.94,completed,2024-06-08T08:55:28,1
03daf6cc-df94-4214-8083-408d1e86eff3,31c02378-252d-4ab6-8d2b-cd673afcc3e4,ea58061c-fb97-48a5-ad6a-77a43a5b16c2,146.56,completed,2024-06-28T16:16:48,10
749ac6e0-ada5-4403-9207-ca1441d55b1d,d13e7df6-6a39-4656-aa4f-b288f657347e,7428a175-6a2e-49a9-a442-2f1e923f8419,61.56,cancelled,2023-08-12T09:23:38,12
b43be72e-94aa-4afd-9d4b-bf5ed522f37c,a76ddac5-597e-421a-8e8a-41ea7fb144ee,010f9bd0-efc5-456f-b1ad-46b0c370210c,21.22,completed,2022-12-20T14:08:50,14
954f274a-ec93-4ea3-8ce7-c2add17a9b8c,c6c96976-aeb0-4191-9120-414b7d443c9f,f6fb4159-0656-4a97-8fc3-84aa4cf768ea,446.68,completed,2024-05-11T21:42:03,11
86175a63-d37d-4038-b3af-881c6dc11cd8,b0304815-6531-482e-9f0d-c276c4ec62ad,28d4ca14-7785-467f-b753-a7effca77347,265.2,refunded,2026-01-14T00:29:36,2
1f1aa3a5-afd3-4396-b6a3-5f8a9c3d3791,742aeca3-5af6-44a7-9288-c38e8aaabcf3,6c4d0432-fec9-46d4-aa16-20c16fb5b1e0,373.46,completed,2023-07-19T09:33:43,4
53e088c0-d287-41e5-a86b-91ed8df3b2ac,edaf6bc1-b361-4223-a559-4e3752c2ccf0,f506d225-d9bb-4d5e-8b46-ee08c40310cb,133.67,completed,2026-02-12T07:07:22,3
57be672d-aef2-4e7e-b508-c682ecb49c16,adf8382d-923f-4796-ba73-b72fb71e4ac4,cfe348ed-03b5-4300-bd32-ede507256f10,382.72,completed,2025-12-19T23:12:38,6
